candidato,enlace_limpio,usuario,fecha,texto,enlace_comentario_original,enlace_comentario_limpio
Ivan_Saquicela,https://x.com/teleamazonasec/status/1880243095054508259,@teleamazonasec,2025-01-17T13:14:02.000Z,"#ENTREVISTA | Iván Saquicela: ""Proponemos dinamizar la economía mejorando la recaudación tributaria, cobrando a los morosos y mejorando la producción petrolera"" 
ow.ly/YOgv50UIn11",https://x.com/teleamazonasec/status/1880240291892064412,https://x.com/teleamazonasec/status/1880240291892064412
Ivan_Saquicela,https://x.com/teleamazonasec/status/1880243095054508259,@teleamazonasec,2025-01-17T13:14:02.000Z,"#ENTREVISTA | Iván Saquicela: ""Proponemos dinamizar la economía mejorando la recaudación tributaria, cobrando a los morosos y mejorando la producción petrolera"" 
ow.ly/YOgv50UIn11",https://x.com/teleamazonasec/status/1880240291892064412/analytics,https://x.com/teleamazonasec/status/1880240291892064412
Ivan_Saquicela,https://x.com/teleamazonasec/status/1880243095054508259,@teleamazonasec,2025-01-17T13:14:02.000Z,"#ENTREVISTA | Iván Saquicela: ""Proponemos dinamizar la economía mejorando la recaudación tributaria, cobrando a los morosos y mejorando la producción petrolera"" 
ow.ly/YOgv50UIn11",https://x.com/JavierR73029145/status/1881397956529868880/analytics,https://x.com/JavierR73029145/status/1881397956529868880
Ivan_Saquicela,https://x.com/teleamazonasec/status/1880243095054508259,@teleamazonasec,2025-01-17T13:14:02.000Z,"#ENTREVISTA | Iván Saquicela: ""Proponemos dinamizar la economía mejorando la recaudación tributaria, cobrando a los morosos y mejorando la producción petrolera"" 
ow.ly/YOgv50UIn11",https://x.com/JavierR73029145/status/1881397956529868880,https://x.com/JavierR73029145/status/1881397956529868880
Ivan_Saquicela,https://x.com/teleamazonasec/status/1880243095054508259,@teleamazonasec,2025-01-17T13:14:02.000Z,"#ENTREVISTA | Iván Saquicela: ""Proponemos dinamizar la economía mejorando la recaudación tributaria, cobrando a los morosos y mejorando la producción petrolera"" 
ow.ly/YOgv50UIn11",https://x.com/teleamazonasec/status/1880242177516937454/analytics,https://x.com/teleamazonasec/status/1880242177516937454
Ivan_Saquicela,https://x.com/teleamazonasec/status/1880243095054508259,@teleamazonasec,2025-01-17T13:14:02.000Z,"#ENTREVISTA | Iván Saquicela: ""Proponemos dinamizar la economía mejorando la recaudación tributaria, cobrando a los morosos y mejorando la producción petrolera"" 
ow.ly/YOgv50UIn11",https://x.com/teleamazonasec/status/1880242177516937454,https://x.com/teleamazonasec/status/1880242177516937454
Ivan_Saquicela,https://x.com/ls_hrr258/status/1888618999853838491/photo/1,@ls_hrr258,2025-02-09T16:00:33.000Z,"Iván Saquicela votó en Cuenca y habló de ‘sorpresa’ en las elecciones 2025 
elcomercio.com/elecciones/iva
…",https://x.com/libreriafuriosa/status/1888638411516543137/analytics,https://x.com/libreriafuriosa/status/1888638411516543137
Ivan_Saquicela,https://x.com/ls_hrr258/status/1888618999853838491/photo/1,@ls_hrr258,2025-02-09T16:00:33.000Z,"Iván Saquicela votó en Cuenca y habló de ‘sorpresa’ en las elecciones 2025 
elcomercio.com/elecciones/iva
…",https://x.com/ls_hrr258/status/1888618999853838491,https://x.com/ls_hrr258/status/1888618999853838491
Ivan_Saquicela,https://x.com/ls_hrr258/status/1888618999853838491/photo/1,@ls_hrr258,2025-02-09T16:00:33.000Z,"Iván Saquicela votó en Cuenca y habló de ‘sorpresa’ en las elecciones 2025 
elcomercio.com/elecciones/iva
…",https://x.com/libreriafuriosa/status/1888638411516543137,https://x.com/libreriafuriosa/status/1888638411516543137
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/LordMurielo/status/1755033066874032269,https://x.com/LordMurielo/status/1755033066874032269
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/emiliano_dth/status/1755202902937813417,https://x.com/emiliano_dth/status/1755202902937813417
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/marcelaclaps/status/1755037272674546121/analytics,https://x.com/marcelaclaps/status/1755037272674546121
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/LordMurielo/status/1755022872618160238,https://x.com/LordMurielo/status/1755022872618160238
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/LordMurielo/status/1755033066874032269/analytics,https://x.com/LordMurielo/status/1755033066874032269
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/emiliano_dth/status/1755202902937813417/analytics,https://x.com/emiliano_dth/status/1755202902937813417
Ivan_Saquicela,https://x.com/TraductorTeAma/status/1755032309093273874,@LordMurielo,2024-02-07T00:17:14.000Z,"Capaz que gritarle comunista de mierda a todo lo que se mueva, poner a un novato a manejar la cámara de diputados y subir memes hechos con IA a Twitter no fue la mejor estrategia. A ver si se ponen los largos que no hay mucho tiempo, si?",https://x.com/misterFermin/status/1755044538303836472/analytics,https://x.com/misterFermin/status/1755044538303836472
