candidato,enlace_limpio,usuario,fecha,texto,enlace_comentario_original,enlace_comentario_limpio
Henry_Cucalon,https://x.com/_ElOrense/status/1838590974068502682/photo/1,@_ElOrense,2024-09-24T14:47:02.000Z,"¡POR SI GANO! 

El candidato presidencial, Henry Cucalon, hace público quienes serían parte de su gabinete en un hipotético caso de ganar las elecciones 2025. 

En los nombres dados se observa a personas que fueron parte de los gobiernos de 
@Lenin
 Moreno y 
@LassoGuillermo
 .",https://x.com/_ElOrense/status/1838591089357295987/analytics,https://x.com/_ElOrense/status/1838591089357295987
Henry_Cucalon,https://x.com/_ElOrense/status/1838590974068502682/photo/1,@_ElOrense,2024-09-24T14:47:02.000Z,"¡POR SI GANO! 

El candidato presidencial, Henry Cucalon, hace público quienes serían parte de su gabinete en un hipotético caso de ganar las elecciones 2025. 

En los nombres dados se observa a personas que fueron parte de los gobiernos de 
@Lenin
 Moreno y 
@LassoGuillermo
 .",https://x.com/_ElOrense/status/1838591089357295987,https://x.com/_ElOrense/status/1838591089357295987
Henry_Cucalon,https://x.com/WRadioEc/status/1824092408747045230/photo/1,@WRadioEc,2024-08-15T14:34:54.000Z,Construye tiene listo el binomio presidencial para el 2025. Se trata de Henry Cucalón y Carla Larrea. Esta postulación será ratificada en las elecciones primarias de la organización política previstas para este jueves 15 de agosto en Quito.,https://x.com/WRadioEc/status/1824092410919494007,https://x.com/WRadioEc/status/1824092410919494007
Henry_Cucalon,https://x.com/WRadioEc/status/1824092408747045230/photo/1,@WRadioEc,2024-08-15T14:34:54.000Z,Construye tiene listo el binomio presidencial para el 2025. Se trata de Henry Cucalón y Carla Larrea. Esta postulación será ratificada en las elecciones primarias de la organización política previstas para este jueves 15 de agosto en Quito.,https://x.com/WRadioEc/status/1824092410919494007/analytics,https://x.com/WRadioEc/status/1824092410919494007
Henry_Cucalon,https://x.com/teleamazonasec/status/1884227098514239912,@teleamazonasec,2025-01-28T13:04:48.000Z,"#ENTREVISTA | ""En Ecuador, cualquier extranjero que esté cometiendo actividades delictivas también tiene que ser deportado "", dice Henry Cucalón, candidato presidencial por Construye 
ow.ly/MNWs50UOxKf",https://x.com/MorlockWell/status/1884228166212104548,https://x.com/MorlockWell/status/1884228166212104548
Henry_Cucalon,https://x.com/teleamazonasec/status/1884227098514239912,@teleamazonasec,2025-01-28T13:04:48.000Z,"#ENTREVISTA | ""En Ecuador, cualquier extranjero que esté cometiendo actividades delictivas también tiene que ser deportado "", dice Henry Cucalón, candidato presidencial por Construye 
ow.ly/MNWs50UOxKf",https://x.com/Sarita2025_2028/status/1884523565275365698,https://x.com/Sarita2025_2028/status/1884523565275365698
Henry_Cucalon,https://x.com/teleamazonasec/status/1884227098514239912,@teleamazonasec,2025-01-28T13:04:48.000Z,"#ENTREVISTA | ""En Ecuador, cualquier extranjero que esté cometiendo actividades delictivas también tiene que ser deportado "", dice Henry Cucalón, candidato presidencial por Construye 
ow.ly/MNWs50UOxKf",https://x.com/MorlockWell/status/1884228166212104548/analytics,https://x.com/MorlockWell/status/1884228166212104548
Henry_Cucalon,https://x.com/teleamazonasec/status/1884227098514239912,@teleamazonasec,2025-01-28T13:04:48.000Z,"#ENTREVISTA | ""En Ecuador, cualquier extranjero que esté cometiendo actividades delictivas también tiene que ser deportado "", dice Henry Cucalón, candidato presidencial por Construye 
ow.ly/MNWs50UOxKf",https://x.com/Sarita2025_2028/status/1884523565275365698/analytics,https://x.com/Sarita2025_2028/status/1884523565275365698
Henry_Cucalon,https://x.com/Sinburka/status/1887155043247304953,@Sinburka,2025-02-05T15:03:18.000Z,"Mi voto va por 
@henrycucalon
.  No me importa si tiene chance o no o si llega o no a la 2°vuelta.  Es un voto de convicción como pretendo sean todos los actos de mi vida. No tengo por qué decidir entre un impúber tardío, imprudente y berrinchudo, o la títere de un déspota malvado.",https://x.com/stan_n02/status/1887372571592548732/analytics,https://x.com/stan_n02/status/1887372571592548732
Henry_Cucalon,https://x.com/Sinburka/status/1887155043247304953,@Sinburka,2025-02-05T15:03:18.000Z,"Mi voto va por 
@henrycucalon
.  No me importa si tiene chance o no o si llega o no a la 2°vuelta.  Es un voto de convicción como pretendo sean todos los actos de mi vida. No tengo por qué decidir entre un impúber tardío, imprudente y berrinchudo, o la títere de un déspota malvado.",https://x.com/PozoLalita/status/1887227253651849547,https://x.com/PozoLalita/status/1887227253651849547
Henry_Cucalon,https://x.com/Sinburka/status/1887155043247304953,@Sinburka,2025-02-05T15:03:18.000Z,"Mi voto va por 
@henrycucalon
.  No me importa si tiene chance o no o si llega o no a la 2°vuelta.  Es un voto de convicción como pretendo sean todos los actos de mi vida. No tengo por qué decidir entre un impúber tardío, imprudente y berrinchudo, o la títere de un déspota malvado.",https://x.com/stan_n02/status/1887372571592548732,https://x.com/stan_n02/status/1887372571592548732
Henry_Cucalon,https://x.com/Sinburka/status/1887155043247304953,@Sinburka,2025-02-05T15:03:18.000Z,"Mi voto va por 
@henrycucalon
.  No me importa si tiene chance o no o si llega o no a la 2°vuelta.  Es un voto de convicción como pretendo sean todos los actos de mi vida. No tengo por qué decidir entre un impúber tardío, imprudente y berrinchudo, o la títere de un déspota malvado.",https://x.com/PozoLalita/status/1887227253651849547/analytics,https://x.com/PozoLalita/status/1887227253651849547
Henry_Cucalon,https://x.com/Sinburka/status/1887155043247304953,@Sinburka,2025-02-05T15:03:18.000Z,"Mi voto va por 
@henrycucalon
.  No me importa si tiene chance o no o si llega o no a la 2°vuelta.  Es un voto de convicción como pretendo sean todos los actos de mi vida. No tengo por qué decidir entre un impúber tardío, imprudente y berrinchudo, o la títere de un déspota malvado.",https://x.com/JorgeAl48528217/status/1887363177815449670/analytics,https://x.com/JorgeAl48528217/status/1887363177815449670
Henry_Cucalon,https://x.com/Sinburka/status/1887155043247304953,@Sinburka,2025-02-05T15:03:18.000Z,"Mi voto va por 
@henrycucalon
.  No me importa si tiene chance o no o si llega o no a la 2°vuelta.  Es un voto de convicción como pretendo sean todos los actos de mi vida. No tengo por qué decidir entre un impúber tardío, imprudente y berrinchudo, o la títere de un déspota malvado.",https://x.com/JorgeAl48528217/status/1887363177815449670,https://x.com/JorgeAl48528217/status/1887363177815449670
Henry_Cucalon,https://x.com/FricksonE3/status/1855595956110028865,@FricksonE3,2024-11-10T12:58:45.000Z,"El 24 de mayo de 2025, el Ecuador tendrá la dicha de posesionar como Presidente de la República a 
@henrycucalon
. Correismo y noboismo NUNCA MÁS! 

Guarden estas palabras!",https://x.com/alex_lizandro/status/1855742928875901240,https://x.com/alex_lizandro/status/1855742928875901240
Henry_Cucalon,https://x.com/FricksonE3/status/1855595956110028865,@FricksonE3,2024-11-10T12:58:45.000Z,"El 24 de mayo de 2025, el Ecuador tendrá la dicha de posesionar como Presidente de la República a 
@henrycucalon
. Correismo y noboismo NUNCA MÁS! 

Guarden estas palabras!",https://x.com/ealvaradoc/status/1855736170266693968,https://x.com/ealvaradoc/status/1855736170266693968
Henry_Cucalon,https://x.com/FricksonE3/status/1855595956110028865,@FricksonE3,2024-11-10T12:58:45.000Z,"El 24 de mayo de 2025, el Ecuador tendrá la dicha de posesionar como Presidente de la República a 
@henrycucalon
. Correismo y noboismo NUNCA MÁS! 

Guarden estas palabras!",https://x.com/JorgeVM92/status/1855725373809385777/analytics,https://x.com/JorgeVM92/status/1855725373809385777
Henry_Cucalon,https://x.com/FricksonE3/status/1855595956110028865,@FricksonE3,2024-11-10T12:58:45.000Z,"El 24 de mayo de 2025, el Ecuador tendrá la dicha de posesionar como Presidente de la República a 
@henrycucalon
. Correismo y noboismo NUNCA MÁS! 

Guarden estas palabras!",https://x.com/faby19827/status/1855647250241745188/analytics,https://x.com/faby19827/status/1855647250241745188
Henry_Cucalon,https://x.com/FricksonE3/status/1855595956110028865,@FricksonE3,2024-11-10T12:58:45.000Z,"El 24 de mayo de 2025, el Ecuador tendrá la dicha de posesionar como Presidente de la República a 
@henrycucalon
. Correismo y noboismo NUNCA MÁS! 

Guarden estas palabras!",https://x.com/LUISDEL44926860/status/1855962620823535832/analytics,https://x.com/LUISDEL44926860/status/1855962620823535832
